US_AQI,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,Temp_2m_C,Humidity_Percent
174.0,133.2,191.4,126.8,17.3,80
175.0,132.7,190.9,122.3,17.0,82
175.0,132.2,190.0,118.9,16.6,83
176.0,132.7,190.5,115.1,14.6,90
176.0,134.1,192.8,108.7,13.4,94
177.0,136.4,195.6,101.9,13.4,94
177.0,138.8,199.3,94.1,13.1,94
178.0,147.6,211.9,88.4,12.8,95
179.0,154.1,221.2,86.4,12.9,96
180.0,154.6,221.2,83.3,15.3,93
180.0,143.4,205.8,75.4,18.6,81
181.0,129.9,187.2,64.3,20.7,72
182.0,109.9,158.8,50.2,22.1,65
182.0,92.2,133.6,33.8,23.1,61
183.0,81.0,118.0,23.6,23.9,58
183.0,72.9,106.2,14.9,24.6,56
183.0,66.1,96.6,15.3,24.7,55
183.0,61.7,90.1,32.9,24.3,56
183.0,61.2,88.9,60.2,22.8,75
183.0,63.8,92.4,97.2,19.3,73
182.0,67.1,97.1,99.2,18.3,71
181.0,69.6,100.6,101.9,17.1,75
179.0,72.9,105.5,103.3,18.9,64
178.0,77.1,111.3,101.3,16.0,78
177.0,81.3,117.6,97.5,14.9,82
176.0,84.8,122.5,90.5,15.1,80
175.0,87.5,126.2,82.8,14.2,85
174.0,88.7,127.6,73.5,14.0,84
173.0,86.4,124.3,63.6,14.3,82
172.0,82.2,118.3,60.3,14.2,84
171.0,78.5,112.9,59.1,14.0,85
169.0,77.1,111.1,58.2,13.8,89
168.0,75.7,109.2,59.4,14.5,85
166.0,73.6,105.9,61.0,17.0,78
164.0,72.4,104.3,57.7,20.0,69
163.0,70.3,102.2,47.0,22.8,63
161.0,63.3,92.4,31.9,24.8,59
160.0,55.9,82.7,15.5,26.1,48
160.0,50.2,75.0,7.8,26.2,46
159.0,45.1,68.0,2.7,27.3,40
158.0,40.5,61.5,8.4,26.7,43
158.0,37.4,56.8,30.9,26.1,45
157.0,40.7,61.2,63.9,23.7,59
157.0,52.9,78.5,91.2,20.1,68
157.0,59.8,88.5,90.4,19.5,68
156.0,64.3,94.5,89.1,18.9,69
156.0,68.7,100.6,84.9,17.7,72
156.0,72.2,105.7,78.0,18.2,68
156.0,73.1,106.9,68.9,17.8,89
156.0,68.2,100.4,59.0,17.9,93
156.0,60.1,89.2,55.7,18.0,94
155.0,52.7,79.2,54.3,17.9,95
154.0,47.8,71.9,52.3,17.8,96
153.0,44.6,66.8,49.6,17.7,97
152.0,42.7,63.6,46.5,17.6,97
152.0,44.1,65.4,46.4,17.0,98
151.0,46.6,68.9,40.6,17.7,97
150.0,45.1,67.5,32.4,18.7,93
149.0,39.8,61.0,22.4,20.4,87
145.0,39.5,61.7,17.3,22.2,79
142.0,39.6,61.9,13.1,23.9,71
140.0,39.7,61.9,9.3,25.0,66
138.0,39.1,61.0,5.8,26.1,60
137.0,37.5,58.4,3.0,27.0,57
136.0,34.8,54.2,8.4,27.2,54
135.0,32.2,50.2,26.7,26.8,53
135.0,34.1,52.6,52.6,25.5,68
134.0,49.8,75.0,40.7,22.0,69
134.0,53.2,79.6,44.6,21.4,66
133.0,58.2,86.8,50.0,20.9,64
132.0,64.5,95.7,53.3,19.9,66
132.0,62.9,93.1,49.7,19.3,73
131.0,60.8,90.3,42.8,18.0,84
130.0,60.1,89.2,33.5,18.7,81
129.0,59.3,88.2,27.9,17.7,82
129.0,59.1,88.0,22.4,16.8,85
129.0,58.2,86.6,16.7,16.5,85
131.0,57.3,85.2,14.4,16.2,83
132.0,56.6,84.1,13.3,15.9,82
133.0,56.6,83.8,14.3,15.9,81
135.0,57.4,85.0,13.2,16.4,80
136.0,57.9,85.7,11.7,18.6,78
137.0,57.0,84.5,10.1,21.5,78
139.0,53.2,79.4,9.5,23.6,77
140.0,49.4,74.3,9.4,25.4,71
141.0,45.5,69.2,10.4,26.7,62
142.0,41.8,63.3,11.4,27.2,55
142.0,41.2,61.7,13.0,27.4,51
143.0,39.3,58.7,19.7,27.4,52
143.0,39.0,58.2,30.8,26.9,56
144.0,42.1,62.4,45.5,25.4,66
145.0,68.5,100.4,67.7,22.5,75
147.0,76.8,112.2,77.4,21.1,81
149.0,84.3,122.9,91.1,20.6,84
150.0,91.3,132.7,103.5,20.5,84
151.0,95.2,138.8,103.3,20.1,85
152.0,94.8,137.8,98.2,21.5,78
152.0,91.5,133.6,88.9,21.3,77
153.0,87.3,127.1,80.8,18.5,89
154.0,83.1,121.1,71.2,18.9,89
154.0,79.4,115.7,59.5,17.2,95
155.0,77.1,111.5,53.1,16.1,97
155.0,75.9,109.9,47.9,15.9,97
156.0,69.2,100.1,35.9,16.0,100
156.0,70.3,101.5,33.2,16.7,99
156.0,68.7,99.4,29.2,18.6,97
156.0,64.3,93.4,23.7,21.4,85
157.0,55.2,81.3,19.2,23.8,73
157.0,55.9,82.7,14.5,25.5,64
157.0,51.9,76.4,10.6,26.8,55
157.0,47.1,69.2,9.9,27.5,45
157.0,43.3,63.8,10.7,27.7,39
157.0,41.3,61.0,16.3,27.4,40
157.0,39.7,58.6,26.2,26.7,42
157.0,42.0,61.5,39.5,24.6,55
157.0,52.6,76.4,97.5,21.1,59
157.0,58.6,84.8,102.6,20.1,59
156.0,63.3,91.5,109.9,18.7,62
156.0,68.2,98.5,117.2,17.7,68
155.0,72.2,104.3,118.9,19.1,59
155.0,75.9,109.4,118.6,19.8,55
154.0,78.7,113.9,115.5,20.0,55
154.0,81.5,117.8,110.9,20.0,54
154.0,84.3,121.5,104.4,18.2,61
154.0,87.1,125.7,94.3,15.9,71
154.0,89.2,128.5,85.0,15.5,71
154.0,90.3,129.9,74.5,14.4,76
155.0,86.6,124.8,78.9,13.5,87
155.0,88.9,128.1,75.0,14.6,83
156.0,89.2,128.1,69.3,17.8,76
156.0,86.6,125.3,60.2,21.3,65
157.0,78.0,113.6,52.0,23.9,54
157.0,69.4,101.5,42.7,25.6,48
157.0,62.6,91.5,32.1,26.7,45
158.0,58.4,85.0,23.7,27.5,44
158.0,54.7,79.6,15.9,28.1,42
158.0,51.9,75.4,19.5,28.3,42
158.0,51.1,74.3,44.2,28.0,47
159.0,59.5,85.7,80.9,26.1,73
159.0,97.3,140.2,130.7,22.5,68
160.0,111.3,160.2,128.2,21.0,75
161.0,118.7,170.4,124.6,20.9,72
162.0,121.5,174.2,116.9,19.7,76
163.0,116.9,167.6,107.4,19.7,71
164.0,107.8,154.6,95.6,19.6,69
165.0,98.0,140.6,82.5,19.4,69
166.0,90.6,129.9,77.5,19.0,71
166.0,85.0,122.0,74.7,18.4,73
166.0,80.1,115.5,71.5,17.8,75
166.0,75.2,108.7,68.5,17.5,76
165.0,70.3,102.0,65.7,17.4,78
165.0,77.1,111.5,65.9,16.8,84
165.0,77.5,112.0,63.5,17.5,84
164.0,74.3,107.6,60.0,19.6,80
164.0,61.5,90.3,53.9,21.8,81
164.0,54.8,81.3,47.8,23.4,78
163.0,53.1,78.9,40.6,25.2,73
163.0,54.7,81.0,31.2,26.8,65
162.0,55.5,81.7,21.8,27.8,59
162.0,52.5,77.1,11.9,28.4,53
162.0,49.7,72.6,11.7,28.4,50
162.0,46.9,68.5,31.9,27.9,50
162.0,48.0,69.8,63.2,26.3,62
162.0,62.2,90.3,79.0,22.2,77
161.0,64.0,93.1,82.0,22.5,73
160.0,64.7,94.1,86.2,22.3,75
159.0,64.3,93.6,88.7,20.9,82
158.0,64.7,94.1,85.4,20.3,84
157.0,65.0,94.8,79.4,19.1,88
156.0,63.8,93.4,72.4,19.5,85
155.0,63.3,92.9,70.4,20.0,79
154.0,65.4,95.7,69.5,18.9,85
154.0,65.2,95.0,66.1,19.1,84
154.0,59.3,85.9,59.2,18.5,79
153.0,53.0,76.8,50.2,16.3,81
153.0,41.0,59.4,25.6,16.3,91
152.0,38.5,55.8,29.1,15.9,89
151.0,37.0,53.6,33.8,18.5,75
150.0,30.4,44.5,35.7,21.0,57
148.0,27.2,40.5,29.5,23.1,39
146.0,25.6,39.8,19.5,24.4,31
143.0,26.3,41.0,8.8,25.1,29
140.0,27.0,41.7,4.2,25.5,29
137.0,27.2,41.8,1.4,25.7,28
134.0,27.1,41.6,7.8,25.7,28
132.0,26.7,40.9,27.0,25.2,34
130.0,29.0,43.1,54.3,23.3,64
128.0,41.7,61.7,82.9,23.7,33
126.0,46.8,68.9,85.6,20.0,47
124.0,48.1,70.3,89.4,18.1,50
122.0,48.9,71.2,91.7,16.8,56
120.0,50.3,73.1,89.3,15.4,68
119.0,51.7,75.0,84.6,14.1,71
118.0,52.7,76.4,77.8,13.1,77
116.0,53.6,77.8,72.7,12.9,71
115.0,54.1,78.2,67.3,12.0,76
114.0,53.8,77.8,61.4,11.6,77
113.0,52.7,76.4,58.9,12.0,72
112.0,51.7,74.7,57.5,11.9,70
112.0,52.9,76.6,58.2,11.3,75
113.0,56.0,81.3,58.2,12.1,75
115.0,54.1,78.5,58.1,14.9,66
117.0,46.1,67.3,53.3,18.5,58
119.0,38.1,56.6,42.4,21.4,48
120.0,35.0,52.4,27.6,23.2,40
121.0,32.1,48.0,12.2,24.2,35
121.0,32.5,48.2,6.0,24.7,34
122.0,33.5,49.5,2.8,24.9,34
123.0,34.3,50.4,10.0,24.7,33
123.0,34.8,51.0,31.0,24.2,36
124.0,37.7,54.6,61.2,22.2,64
125.0,47.0,67.8,93.4,22.5,39
126.0,55.2,79.4,97.0,22.3,38
127.0,62.4,89.6,102.0,18.0,55
128.0,68.5,98.3,107.0,16.4,59
130.0,72.4,103.8,108.1,15.2,65
132.0,74.3,106.4,107.9,14.4,69
135.0,73.8,105.9,105.3,13.9,71
137.0,73.8,105.9,101.1,14.0,70
139.0,75.7,108.5,95.2,14.3,68
141.0,78.2,112.0,87.4,13.4,72
144.0,80.8,115.5,81.8,12.2,78
147.0,83.1,119.0,76.3,11.1,84
150.0,89.2,127.6,72.6,11.2,87
151.0,94.8,136.0,74.0,12.0,86
152.0,98.3,140.2,75.9,15.4,78
153.0,81.3,116.4,72.9,18.9,65
153.0,70.8,101.7,62.2,21.6,54
154.0,55.4,79.9,46.9,23.4,45
155.0,48.5,70.1,30.0,24.4,39
155.0,48.1,69.4,21.7,24.9,36
155.0,46.3,67.1,15.7,25.0,35
156.0,44.8,64.7,19.6,25.0,35
156.0,43.7,63.1,38.9,24.6,39
156.0,49.4,71.0,67.7,23.4,63
156.0,71.7,102.9,99.9,19.5,58
157.0,80.3,115.0,102.5,20.8,50
157.0,88.0,126.2,106.1,21.5,46
158.0,93.8,134.1,107.6,17.8,64
158.0,98.0,140.2,103.9,19.8,54
159.0,101.5,145.3,97.5,19.9,51
160.0,104.5,149.5,88.7,19.2,53
160.0,106.9,153.2,82.9,15.2,70
161.0,107.1,153.2,77.0,14.6,70
162.0,104.5,149.5,69.7,13.8,71
162.0,98.5,140.6,64.5,13.3,71
163.0,92.4,132.2,59.5,12.6,74
163.0,88.5,126.7,50.4,11.9,81
163.0,88.0,125.7,54.2,13.2,77
163.0,88.0,125.7,59.4,16.3,75
162.0,83.4,119.7,59.8,20.7,62
163.0,70.5,101.5,49.2,23.6,50
162.0,58.9,85.0,33.0,25.2,42
163.0,54.4,78.7,15.7,26.1,39
163.0,53.1,76.8,8.4,26.7,39
163.0,52.2,75.4,4.1,26.9,38
163.0,51.2,74.3,12.1,26.9,38
163.0,50.8,73.3,37.2,26.4,41
163.0,63.6,91.5,73.4,24.6,49
164.0,79.6,114.3,111.5,22.1,51
164.0,88.7,127.1,118.2,19.9,59
164.0,95.5,136.9,127.7,19.1,62
164.0,101.5,145.8,136.9,18.9,61
164.0,107.3,154.1,138.3,21.0,51
164.0,112.5,161.6,136.8,16.6,70
165.0,116.9,167.6,131.6,15.9,74
165.0,119.7,171.4,125.1,15.6,75
165.0,121.1,173.2,116.3,16.1,71
166.0,122.0,174.6,104.1,14.7,77
166.0,122.5,175.1,94.8,14.3,78
166.0,120.6,172.8,85.2,13.7,82
167.0,115.9,165.8,71.6,13.9,80
168.0,113.4,162.1,69.5,14.6,80
168.0,108.7,155.5,66.3,17.7,73
169.0,104.3,149.5,58.5,20.9,66
169.0,85.0,122.0,47.4,23.6,56
169.0,68.7,99.2,33.4,25.6,48
170.0,59.8,87.1,18.5,26.7,42
170.0,54.9,80.3,10.2,27.3,39
170.0,51.7,75.4,4.2,27.6,38
170.0,49.7,72.6,11.2,27.7,38
170.0,48.9,71.5,37.6,27.2,41
170.0,55.4,80.3,76.1,25.2,55
170.0,77.1,111.1,120.2,22.7,51
170.0,87.5,126.2,129.6,21.7,52
169.0,95.2,136.9,143.0,19.8,62
169.0,100.8,144.8,155.3,21.9,51
169.0,106.4,153.2,155.9,18.9,64
169.0,111.8,160.7,152.1,17.9,68
169.0,114.8,164.8,143.4,17.6,68
169.0,114.6,164.4,134.4,16.7,71
169.0,111.5,160.2,123.1,16.0,74
169.0,107.1,153.7,107.6,15.0,80
169.0,102.2,146.2,96.1,14.6,82
168.0,97.3,139.7,84.4,14.3,84
168.0,90.6,129.9,76.3,16.1,82
167.0,88.5,126.7,73.0,17.0,79
167.0,85.7,122.9,68.2,19.6,73
166.0,82.2,117.8,58.1,22.7,64
166.0,68.0,98.3,45.1,25.5,54
165.0,57.5,84.1,28.9,27.2,47
165.0,52.0,77.5,12.4,28.4,43
165.0,48.5,72.6,4.6,29.0,42
165.0,46.9,70.3,0.0,29.1,42
165.0,47.0,70.5,9.3,29.0,43
165.0,47.5,71.2,38.3,28.3,46
165.0,56.1,82.9,79.9,26.7,56
165.0,86.1,126.2,123.6,23.6,63
165.0,97.6,142.5,127.9,22.2,69
165.0,105.9,154.1,134.0,21.6,70
165.0,113.2,164.4,137.0,21.3,68
166.0,119.2,173.2,131.4,21.0,76
166.0,122.0,177.4,121.6,20.7,80
166.0,122.9,178.8,108.7,21.4,77
166.0,123.4,179.3,101.3,19.7,85
166.0,121.1,176.0,94.5,19.2,87
167.0,116.9,169.0,86.8,18.7,88
167.0,113.9,164.8,81.9,18.3,88
167.0,111.8,161.6,77.9,17.9,90
167.0,112.7,163.0,79.7,16.2,94
168.0,113.6,163.9,85.5,17.5,89
168.0,110.6,159.7,93.5,20.4,80
169.0,100.6,145.8,95.7,23.6,70
169.0,89.6,130.9,83.9,25.8,63
170.0,76.8,112.7,65.1,27.3,55
170.0,70.8,104.5,42.7,28.2,51
171.0,65.0,96.4,29.5,28.8,48
171.0,62.6,93.1,18.1,28.8,47
171.0,60.8,90.3,19.2,28.6,47
172.0,60.3,89.6,43.7,28.3,49
172.0,64.3,95.2,81.4,27.1,55
172.0,84.5,123.9,116.9,24.6,63
172.0,99.9,145.8,118.7,23.7,70
172.0,104.5,152.7,121.3,22.0,82
172.0,108.5,158.3,122.9,21.3,85
172.0,112.2,163.9,122.1,20.6,87
172.0,117.3,170.9,120.0,21.0,84
172.0,122.5,178.8,113.8,19.7,89
172.0,125.3,182.1,104.7,19.4,91
172.0,122.5,177.9,92.9,18.2,96
172.0,112.5,163.0,78.9,18.3,95
172.0,102.9,149.0,71.6,18.0,95
171.0,98.3,142.0,65.9,17.4,96
171.0,121.1,174.6,66.7,16.9,98
171.0,120.1,173.2,68.0,18.2,96
172.0,117.8,170.0,69.6,21.1,86
172.0,109.2,158.8,67.4,23.9,75
172.0,95.2,139.7,59.0,25.8,64
172.0,86.8,128.1,46.9,27.0,58
172.0,87.1,128.1,32.6,27.9,52
173.0,85.9,126.2,22.6,28.5,48
173.0,83.6,122.5,13.3,28.9,46
173.0,81.5,119.7,16.7,29.0,46
174.0,80.8,118.0,43.1,28.5,48
174.0,81.5,118.5,82.6,26.9,60
175.0,104.3,150.9,120.0,23.9,69
175.0,119.0,171.8,123.7,22.9,72
176.0,128.5,185.8,128.8,21.8,76
176.0,137.4,197.9,129.8,21.3,77
177.0,143.4,206.8,121.6,20.9,78
177.0,144.8,209.1,108.5,20.5,81
178.0,139.2,200.7,92.2,21.6,76
178.0,131.8,189.5,83.3,19.0,88
179.0,122.0,176.0,75.5,19.1,86
179.0,115.0,165.8,68.1,18.9,85
179.0,110.1,158.8,65.7,18.5,86
179.0,105.5,152.3,65.4,17.8,88
179.0,111.5,160.7,64.4,17.7,92
179.0,109.4,157.4,67.3,18.9,88
178.0,106.2,152.7,71.3,21.0,84
178.0,98.7,143.0,69.7,23.4,80
178.0,84.3,123.4,57.5,25.9,73
178.0,71.0,104.5,39.5,27.8,63
177.0,65.2,96.2,19.8,28.8,54
177.0,65.4,96.2,11.2,29.4,50
176.0,62.6,92.2,5.7,29.6,48
176.0,58.8,86.4,10.5,29.9,47
176.0,55.3,81.5,31.0,29.8,46
175.0,53.8,78.9,61.4,28.5,55
174.0,60.8,88.5,81.3,24.7,70
173.0,73.3,106.6,80.0,23.3,77
172.0,77.1,112.0,78.1,22.5,79
171.0,76.4,111.1,73.9,22.7,75
170.0,75.2,109.2,68.5,22.4,80
168.0,71.5,104.1,61.8,21.8,85
167.0,64.3,94.3,54.1,21.4,87
165.0,56.3,83.4,51.3,21.0,90
164.0,48.7,72.4,49.9,20.6,95
162.0,41.6,61.9,46.2,20.5,97
160.0,36.0,53.7,39.7,20.8,98
159.0,33.8,49.8,31.5,21.3,99
157.0,31.3,46.3,8.6,21.9,99
155.0,31.1,46.2,11.3,22.3,98
154.0,31.4,46.8,15.1,23.4,89
152.0,34.5,51.8,17.7,24.9,79
151.0,39.5,59.5,15.2,26.4,70
148.0,43.4,65.0,10.6,28.1,62
145.0,45.2,67.5,5.7,29.3,56
143.0,44.7,66.6,3.8,30.2,50
141.0,43.3,64.5,2.8,30.9,44
139.0,41.3,61.7,7.0,31.1,41
137.0,39.7,59.5,19.2,30.6,42
136.0,41.4,62.2,36.2,29.2,46
134.0,50.9,76.4,36.8,26.6,54
133.0,49.7,75.2,33.3,25.6,65
131.0,48.0,73.1,28.4,24.6,77
128.0,45.4,70.1,22.7,23.8,82
125.0,42.7,66.6,20.2,23.2,85
121.0,40.7,63.8,18.5,22.4,88
118.0,39.8,62.6,16.8,21.8,92
115.0,39.0,60.8,16.0,21.4,96
114.0,38.0,58.0,15.6,21.3,98
113.0,40.5,61.0,14.6,21.4,98
112.0,39.8,59.4,12.4,21.9,97
113.0,37.7,55.9,9.7,22.1,96
113.0,37.3,54.9,6.8,22.5,94
114.0,38.0,56.9,8.7,23.0,92
115.0,37.6,57.3,11.4,23.5,87
115.0,38.6,59.5,13.3,24.2,83
116.0,42.4,65.4,11.7,26.1,74
116.0,38.3,59.1,8.6,27.6,69
115.0,37.4,57.6,5.4,29.0,62
115.0,36.2,55.8,3.2,29.6,59
114.0,34.6,53.1,1.3,30.1,53
113.0,34.8,53.1,7.2,30.3,49
112.0,33.4,51.0,25.1,30.0,46
111.0,37.4,56.2,50.1,28.7,54
111.0,43.9,65.4,75.2,24.7,64
110.0,46.1,68.9,73.7,25.1,65
110.0,46.1,69.4,71.4,24.4,78
110.0,45.1,68.7,65.3,23.6,84
110.0,44.9,69.8,56.9,22.7,88
110.0,44.4,70.1,46.2,22.0,91
110.0,44.7,70.8,32.8,21.7,95
111.0,43.9,67.3,24.5,21.5,96
111.0,43.1,64.7,17.0,21.2,97
112.0,42.7,63.8,10.3,21.0,98
112.0,43.2,63.8,9.0,21.0,99
112.0,44.1,65.0,10.2,21.2,99
113.0,46.4,69.2,9.9,21.3,99
114.0,45.4,68.2,13.3,21.8,96
115.0,42.6,64.3,18.0,22.6,91
115.0,42.4,64.7,21.4,24.2,80
116.0,40.2,61.7,19.0,26.3,69
116.0,39.3,60.3,14.2,27.8,62
116.0,39.1,59.8,9.0,28.9,59
116.0,38.5,58.8,5.5,29.7,55
116.0,37.6,57.4,2.4,30.2,49
116.0,36.8,56.0,9.7,30.4,45
117.0,37.0,56.1,32.7,29.8,45
117.0,40.2,60.5,65.2,28.4,59
117.0,70.8,104.3,106.8,26.0,63
120.0,74.0,108.7,107.0,25.4,64
123.0,67.3,99.2,107.2,24.3,75
125.0,62.6,92.7,104.3,23.2,82
127.0,58.0,86.1,98.5,22.2,88
128.0,58.6,86.8,90.5,22.3,87
130.0,62.2,92.0,77.4,22.2,88
132.0,59.8,88.2,64.6,22.2,87
133.0,61.2,89.9,49.9,21.5,89
135.0,60.3,88.5,34.1,20.5,94
137.0,60.5,88.7,27.8,20.1,95
139.0,58.4,85.9,24.4,19.9,95
140.0,58.8,86.4,21.9,20.3,94
142.0,60.1,88.0,26.7,21.1,91
143.0,59.3,87.1,33.3,23.4,82
145.0,55.6,82.0,36.9,26.0,72
146.0,51.2,75.4,30.5,27.8,61
147.0,50.1,74.0,19.5,29.1,55
149.0,47.4,69.6,8.0,30.1,45
149.0,41.4,60.8,4.1,30.9,38
150.0,38.1,55.6,2.6,31.1,35
150.0,36.9,53.8,9.8,30.9,34
150.0,36.8,53.7,28.1,30.1,37
150.0,40.5,58.7,53.8,28.2,48
150.0,43.1,62.2,95.5,24.9,58
147.0,49.6,71.5,95.9,25.4,54
144.0,52.9,76.1,96.4,23.3,62
143.0,52.4,75.4,94.9,21.6,65
142.0,51.2,73.8,90.8,20.5,65
141.0,50.2,72.4,84.9,20.8,54
140.0,48.9,70.5,76.9,20.3,51
139.0,47.5,68.5,71.6,18.0,64
138.0,46.2,66.6,66.3,17.8,61
136.0,44.9,65.0,59.1,17.4,61
134.0,44.0,63.6,52.7,17.1,61
133.0,44.0,63.6,46.1,16.8,61
131.0,48.8,70.3,51.1,16.5,72
130.0,49.9,71.9,50.5,17.4,71
129.0,48.2,69.4,49.6,20.5,64
128.0,46.7,67.5,44.9,24.4,59
127.0,44.1,63.8,35.9,27.2,43
126.0,40.4,59.0,24.0,29.0,34
125.0,35.3,51.5,11.6,30.0,29
124.0,34.0,49.6,5.9,30.6,26
123.0,34.7,50.5,2.5,30.6,25
123.0,35.7,52.0,9.2,30.0,29
123.0,37.3,54.1,29.9,29.6,32
123.0,39.5,56.9,59.5,27.4,47
123.0,52.4,75.4,102.5,24.1,44
124.0,59.4,85.2,107.9,22.7,47
125.0,65.2,93.6,115.5,21.2,57
126.0,68.9,99.0,120.3,21.5,58
128.0,71.7,102.9,115.7,21.1,59
130.0,73.3,105.5,106.8,19.1,67
132.0,72.6,104.1,93.7,18.7,67
135.0,67.8,97.3,83.9,18.4,66
137.0,62.6,89.9,73.4,17.9,65
138.0,59.1,85.0,62.2,17.8,63
140.0,57.3,82.2,57.5,17.4,62
141.0,57.2,82.0,55.0,16.9,63
143.0,54.5,78.2,54.9,16.6,69
143.0,56.8,81.5,55.8,17.7,67
144.0,55.3,79.4,56.8,20.7,61
145.0,55.9,80.3,53.6,25.0,55
146.0,53.3,76.8,43.8,27.9,43
147.0,48.9,70.8,30.0,29.5,37
148.0,48.8,70.5,15.6,30.4,36
149.0,47.8,69.4,9.6,31.1,35
150.0,46.7,67.8,6.3,31.3,32
150.0,45.8,66.4,12.8,30.9,34
151.0,45.9,66.4,33.4,30.1,38
151.0,55.9,80.6,63.0,28.5,47
151.0,71.9,103.8,116.1,25.4,57
152.0,80.6,115.9,113.9,25.1,56
152.0,87.8,126.2,110.6,22.9,65
153.0,93.8,135.0,105.6,22.6,64
153.0,97.1,139.2,101.6,23.3,59
154.0,95.2,136.9,97.3,21.4,68
154.0,90.1,129.5,90.9,20.2,75
154.0,84.8,121.5,85.4,19.3,79
155.0,79.9,114.6,79.5,19.4,75
155.0,74.5,107.1,72.1,18.4,79
156.0,69.6,99.9,67.2,17.6,83
156.0,66.4,95.5,62.7,17.3,83
156.0,79.2,113.9,47.9,17.0,85
157.0,82.2,118.0,52.4,18.4,80
157.0,80.3,115.3,58.6,21.3,71
158.0,73.8,106.2,60.2,24.7,60
158.0,72.2,104.1,50.4,27.2,53
158.0,67.5,97.3,34.9,29.0,47
159.0,59.6,85.9,17.8,30.4,39
159.0,56.2,81.0,9.0,31.2,33
159.0,54.4,78.5,2.5,31.5,30
159.0,52.6,75.9,9.7,31.3,30
160.0,52.7,76.1,38.8,30.7,32
160.0,62.2,89.4,81.0,28.6,40
160.0,68.2,97.8,123.1,25.8,44
160.0,71.9,103.1,123.8,24.6,42
160.0,70.5,101.3,124.7,23.2,44
159.0,68.5,98.3,122.8,21.3,52
159.0,66.4,95.5,118.1,19.6,64
158.0,65.7,94.5,111.4,19.5,64
157.0,65.4,93.8,98.2,19.6,61
157.0,63.8,91.7,82.9,19.0,63
156.0,61.5,88.2,64.3,18.5,65
156.0,59.4,85.4,43.7,18.2,65
156.0,57.6,82.9,34.4,17.7,67
155.0,56.1,80.8,28.4,17.6,67
155.0,61.5,88.5,36.5,17.2,73
155.0,61.2,88.2,40.5,18.0,73
154.0,59.3,85.4,46.0,20.8,66
154.0,57.6,83.4,47.2,24.4,58
154.0,53.6,78.0,37.9,27.5,45
153.0,50.3,73.8,23.4,29.3,38
153.0,48.2,71.5,8.2,30.5,33
152.0,46.8,69.8,2.5,31.0,30
152.0,46.1,69.2,0.0,31.0,29
152.0,45.3,68.0,7.8,30.7,31
152.0,44.9,67.3,29.6,30.0,35
152.0,47.3,69.6,60.7,28.7,55
151.0,61.2,89.4,107.9,27.8,41
151.0,69.2,100.8,114.5,24.3,56
151.0,76.6,111.5,123.8,24.1,55
151.0,83.1,121.1,131.3,24.1,53
152.0,88.9,129.5,129.7,19.9,69
152.0,93.6,136.0,124.2,19.3,67
153.0,95.7,138.8,113.0,19.1,64
153.0,94.3,136.0,100.7,18.3,67
154.0,88.2,127.1,85.7,18.1,67
155.0,80.1,115.5,69.0,18.0,67
155.0,73.1,105.2,62.2,17.9,67
155.0,67.3,97.1,58.4,17.7,68
156.0,71.9,103.6,55.2,16.5,79
156.0,68.5,98.7,57.0,17.9,74
156.0,65.0,94.1,59.3,21.0,67
156.0,64.5,93.6,56.7,25.0,60
156.0,63.1,92.9,45.7,27.8,48
157.0,61.0,90.6,29.9,29.5,41
157.0,59.4,87.5,13.2,30.7,36
157.0,56.3,82.7,5.5,31.3,33
157.0,53.8,78.7,0.6,31.4,32
157.0,52.5,76.8,9.7,31.2,32
158.0,52.5,76.6,38.3,30.6,36
158.0,62.4,90.3,79.3,28.5,54
158.0,66.1,95.5,127.4,25.1,57
158.0,75.7,109.0,132.2,25.6,53
158.0,83.8,120.6,138.9,27.5,43
159.0,90.6,130.4,141.6,26.3,47
159.0,95.9,137.8,134.1,23.9,56
159.0,99.2,142.5,121.6,20.5,71
159.0,100.6,144.4,104.9,20.1,71
159.0,101.3,145.3,94.6,18.8,78
159.0,100.1,143.4,84.7,18.4,80
159.0,96.2,137.8,74.2,18.7,77
160.0,89.9,129.0,69.1,18.4,77
160.0,82.7,118.7,66.0,17.6,79
161.0,65.9,94.5,65.0,17.6,82
160.0,65.9,94.8,63.3,18.6,79
160.0,64.3,92.2,60.7,21.5,71
160.0,63.6,91.7,53.0,25.7,63
160.0,60.8,88.0,40.6,28.8,47
160.0,57.0,83.8,24.6,30.3,39
160.0,55.4,82.2,8.5,31.2,34
160.0,52.2,78.2,2.1,31.7,32
160.0,50.3,75.4,0.0,31.6,32
160.0,49.6,73.8,8.8,31.2,35
160.0,49.5,73.3,35.3,30.8,37
160.0,53.4,78.2,72.9,29.2,53
160.0,66.6,96.9,111.7,25.5,53
160.0,74.7,108.3,112.2,23.9,60
160.0,80.6,116.6,112.7,25.1,51
160.0,81.5,117.8,109.5,22.4,63
159.0,77.5,112.0,101.7,21.6,64
159.0,73.1,105.5,90.9,20.3,71
158.0,68.2,98.5,76.9,19.7,73
158.0,64.0,92.2,68.1,19.1,75
157.0,60.3,86.8,59.8,19.3,71
156.0,58.2,83.8,51.7,18.8,72
155.0,58.1,83.6,49.1,18.1,74
154.0,59.8,86.1,48.8,17.5,76
154.0,63.1,91.0,45.3,17.2,83
154.0,68.2,98.3,49.0,18.9,76
